Year,Type,Region,Recipient,Total,African Development Bank,African Development Fund,Arab Bank for Economic Development in Africa,Arab Fund,Asian Development Bank,Asian Infrastructure Investment Bank,Caribbean Development Bank,Central American Bank for Economic Integration,Council of Europe Development Bank,Development Bank of Latin America,European Bank for Reconstruction and Development,European Investment Bank,IDB Invest,Inter-American Development Bank,International Bank for Reconstruction and Development,International Development Association,Islamic Development Bank
2017,ODA Grants,Africa,"Africa, regional",6.8344,0.00493,0.04788,,,,,,,,,,,,,,6.78163,
2017,Equity Investment,Africa,"Africa, regional",0.6805,,,,,,,,,,,,0.68046,,,,,
2017,ODA Loans,Africa,Nigeria,200.2231,,0.0,,,,,,,,,,,,,,200.22311,
2017,ODA Grants,Africa,South Africa,0.0,,,,,,,,,,,,,,,,,0.0
2017,ODA Grants,Africa,"South of Sahara, regional",5.6368,,,,,,,,,,,,,,,,5.63677,
2017,ODA Grants,Middle East,West Bank and Gaza Strip,0.0,,,,,,,,,,,,,,,,,0.0
2017,ODA Grants,Africa,Sudan,4.6013,,4.41664,,0.18465,,,,,,,,,,,,,
2017,ODA Grants,Middle East,"Middle East, regional",1.023,,,,1.02295,,,,,,,,,,,,,
2017,ODA Grants,Middle East,Lebanon,0.7386,,,,0.73859,,,,,,,,,,,,,
2017,ODA Grants,Middle East,Jordan,0.0,,,,0.0,,,,,,,,,,,,,
2017,ODA Grants,Middle East,Iran,0.0,,,,,,,,,,,,,,,,,0.0
2017,ODA Grants,Europe,Turkey,0.0,,,,,,,,,,,,,,,,,0.0
2017,ODA Grants,Europe,Serbia,0.0181,,,,,,,,,0.01806,,,,,,,,
2017,ODA Grants,Europe,Bosnia and Herzegovina,0.0,,,,,,,,,,,,,,,,,0.0
2017,ODA Grants,Europe,Albania,0.3788,,,,,,,,,0.37885,,,,,,,,
2017,ODA Grants,Asia,Viet Nam,0.0094,,,,,0.0094,,,,,,,,,,,,
2017,ODA Grants,Asia,Uzbekistan,0.4458,,,,,0.44579,,,,,,,,,,,,
2017,ODA Grants,Asia,Tajikistan,4.5744,,,,,,,,,,,,,,,,4.57442,
2017,ODA Grants,Asia,Sri Lanka,0.002,,,,,0.00205,,,,,,,,,,,,
2017,ODA Grants,Asia,Philippines,0.2884,,,,,0.28841,,,,,,,,,,,,
2017,ODA Grants,Asia,Pakistan,0.029,,,,,0.02897,,,,,,,,,,,,
2017,ODA Grants,Asia,Nepal,3.4034,,,,,,,,,,,,,,,,3.40344,
2017,ODA Grants,Asia,Myanmar,0.0008,,,,,0.00077,,,,,,,,,,,,
2017,ODA Grants,Asia,Mongolia,1.6029,,,,,1.60287,,,,,,,,,,,,
2017,ODA Grants,Asia,Lao People's Democratic Republic,8.3846,,,,,2.8095,,,,,,,,,,,5.57507,
2017,ODA Grants,Asia,Kyrgyzstan,0.6063,,,,,,,,,,,,,,,,0.60626,
2017,ODA Grants,Asia,Kazakhstan,0.0,,,,,0.0,,,,,,,,,,,,
2017,ODA Grants,Asia,India,0.0133,,,,,0.0133,,,,,,,,,,,,
2017,ODA Grants,Asia,China (People's Republic of),0.3677,,,,,0.36771,,,,,,,,,,,,
2017,ODA Grants,Asia,Bhutan,0.0222,,,,,0.02224,,,,,,,,,,,,
2017,ODA Grants,Asia,Bangladesh,0.4071,,,,,0.40714,,,,,,,,,,,,
2017,ODA Grants,Asia,"Asia, regional",1.1663,,,,,1.16628,,,,,,,,,,,,
2017,ODA Grants,Asia,Afghanistan,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Grants,Africa,Togo,5.1142,,,,,,,,,,,,,,,,5.11423,
2017,ODA Loans,Africa,Niger,11.8759,,0.0,,,,,,,,,,,,,,11.87588,
2017,Other Official Flows (non Export Credit),Asia,Pakistan,0.0,,,,,0.0,,,,,,,,,,,,
2017,ODA Loans,Africa,Rwanda,1.7005,,0.01533,,,,,,,,,,,,,,1.6852,
2017,Other Official Flows (non Export Credit),Asia,"Asia, regional",13.1238,,,,,13.12378,,,,,,,,,,,,
2017,Other Official Flows (non Export Credit),Europe,Montenegro,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Europe,Bosnia and Herzegovina,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Europe,Albania,0.0,,,,,,,,,0.0,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Asia,Uzbekistan,0.0,,,,,0.0,,,,,,,,,,0.0,,0.0
2017,Other Official Flows (non Export Credit),Asia,Sri Lanka,0.0,,,,,0.0,,,,,,,,,,,,
2017,Other Official Flows (non Export Credit),Asia,Philippines,98.7195,,,,,49.42797,,,,,,,,,,49.29156,,
2017,Other Official Flows (non Export Credit),Asia,Kazakhstan,18.563,,,,,,,,,,,,,,,18.56301,,
2017,Other Official Flows (non Export Credit),Asia,Indonesia,-0.0219,,,,,0.00369,,,,,,,,,,-0.02559,,
2017,Other Official Flows (non Export Credit),Asia,India,61.6841,,,,,61.68408,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Asia,Georgia,25.8257,,,,,0.0,,,,,,,,,,25.82569,,
2017,Other Official Flows (non Export Credit),Asia,China (People's Republic of),62.6624,,,,,33.56705,,,,,,,,,,29.09531,,
2017,Other Official Flows (non Export Credit),Asia,Azerbaijan,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Asia,Armenia,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Europe,Serbia,14.2754,,,,,,,,,,,,,,,14.27541,,
2017,Other Official Flows (non Export Credit),Africa,Uganda,0.0,,,,,,,,,,,,,,,,,0.0
2017,Other Official Flows (non Export Credit),Africa,Tunisia,1.0545,,,,,,,,,,,,,,,1.05454,,
2017,Other Official Flows (non Export Credit),Africa,Seychelles,0.0,0.0,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Africa,Niger,0.0,,,,,,,,,,,,,,,,,0.0
2017,Other Official Flows (non Export Credit),Africa,Morocco,110.2809,65.70671,,,,,,,,,,,,,,44.5742,,
2017,Other Official Flows (non Export Credit),Africa,Mauritania,0.0,,,,,,,,,,,,,,,,,0.0
2017,Other Official Flows (non Export Credit),Africa,Gabon,61.2386,,,,,,,,,,,,,,,61.23865,,
2017,Other Official Flows (non Export Credit),Africa,Eswatini,4.4677,,,,,,,,,,,,,,,4.46769,,
2017,Other Official Flows (non Export Credit),Africa,Equatorial Guinea,5.7293,5.72928,,,,,,,,,,,,,,,,
2017,Other Official Flows (non Export Credit),Africa,Egypt,63.4962,,,,,,,,,,,,,,,63.49621,,
2017,Other Official Flows (non Export Credit),Africa,Cameroon,50.8124,,,,,,,,,,,,,,,50.81235,,0.0
2017,Other Official Flows (non Export Credit),Africa,Botswana,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Europe,North Macedonia,10.1027,,,,,,,,,10.1027,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Europe,Turkey,69.2622,,,,,,,,,,,57.69077,,,,11.57145,,0.0
2017,ODA Loans,South America,Suriname,0.0,,,,,,,,,,,,,,0.0,,,
2017,Other Official Flows (non Export Credit),North & Central America,Panama,30.8528,,,,,,,,,,,,,,30.85279,0.0,,
2017,Other Official Flows (non Export Credit),South America,Uruguay,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),South America,Suriname,0.0,,,,,,,,,,,,,,0.0,,,
2017,Other Official Flows (non Export Credit),South America,Peru,1.9954,,,,,,,,,,0.0,,,,0.0,1.99545,,
2017,ODA Loans,Africa,Sao Tome and Principe,0.0,,,,,,,,,,,,,,,,0.0,
2017,Other Official Flows (non Export Credit),South America,Ecuador,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,
2017,Other Official Flows (non Export Credit),South America,Colombia,2.9794,,,,,,,,,,,,,2.97936,0.0,0.0,,
2017,Other Official Flows (non Export Credit),South America,Chile,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),South America,Brazil,158.4499,,,,,,,,,,0.0,,,,118.07975,40.3701,,
2017,Other Official Flows (non Export Credit),South America,Argentina,171.2303,,,,,,,,,,,,,,17.12305,154.1072,,
2017,Other Official Flows (non Export Credit),Oceania,Papua New Guinea,0.0,,,,,0.0,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),North & Central America,Saint Vincent and the Grenadines,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),North & Central America,Saint Lucia,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),North & Central America,Mexico,97.2429,,,,,,,,,,,,,,97.24292,0.0,,
2017,Other Official Flows (non Export Credit),Europe,Ukraine,36.0962,,,,,,,,,,,,,,,36.09617,,
2017,Other Official Flows (non Export Credit),North & Central America,Jamaica,0.5986,,,,,,,,,,,,,,0.0,0.59864,,
2017,Other Official Flows (non Export Credit),North & Central America,Guatemala,0.0,,,,,,,,,,,,,,0.0,0.0,,
2017,Other Official Flows (non Export Credit),North & Central America,Grenada,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),North & Central America,El Salvador,34.1594,,,,,,,,,,,,,,0.0,34.15936,,
2017,Other Official Flows (non Export Credit),North & Central America,Dominican Republic,16.2349,,,,,,,,,,,,,,16.2349,0.0,,
2017,Other Official Flows (non Export Credit),North & Central America,Costa Rica,0.0,,,,,,,,,,,,,,0.0,0.0,,
2017,Other Official Flows (non Export Credit),North & Central America,Belize,0.0,,,,,,,,,,,,,,0.0,0.0,,
2017,Other Official Flows (non Export Credit),North & Central America,"America, regional",0.0,,,,,,,,,,0.0,,,,,,,
2017,Other Official Flows (non Export Credit),Middle East,Lebanon,0.0,,,,,,,,,,,,,,,0.0,,0.0
2017,Other Official Flows (non Export Credit),Middle East,Jordan,16.4395,,,,,,,,,,,,,,,16.43946,,0.0
2017,Other Official Flows (non Export Credit),Middle East,Iraq,14.3982,,,,,,,,,,,,,,,14.39823,,
2017,Other Official Flows (non Export Credit),Middle East,Iran,0.0,,,,,,,,,,,,,,,0.0,,
2017,Other Official Flows (non Export Credit),Africa,"Africa, regional",0.7384,0.73837,,,,,,,,,,,,,,,,
2017,Other Official Flows (non Export Credit),South America,Paraguay,0.0,,,,,,,,,,,,,,0.0,,,
2017,ODA Loans,South America,Paraguay,0.0,,,,,,,,,,,,,,0.0,,,
2017,ODA Loans,Europe,Albania,0.0,,,,,,,,,0.0,,,,,,,0.0,
2017,ODA Loans,Asia,Uzbekistan,20.8284,,,,,,,,,,,,,,,,20.82843,
2017,ODA Loans,Asia,Tajikistan,1.57,,,,,0.0,,,,,,,,,,,1.57,
2017,ODA Loans,Asia,Sri Lanka,62.2762,,,,,0.08049,,,,,,,,,,,62.19569,
2017,ODA Loans,Asia,Pakistan,51.1373,,,,,0.0,,,,,,,,,,,51.13729,
2017,ODA Loans,Asia,Nepal,6.8432,,,,,0.0,,,,,,,,,,,6.8432,
2017,ODA Loans,Asia,Myanmar,17.3249,,,,,0.0,,,,,,,,,,,17.32494,
2017,ODA Loans,Asia,Mongolia,6.9679,,,,,6.29108,,,,,,,,,,,0.67685,
2017,ODA Loans,Asia,Maldives,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Asia,Lao People's Democratic Republic,2.3012,,,,,0.97274,,,,,,,,,,,1.32845,
2017,ODA Loans,Asia,Kyrgyzstan,4.4737,,,,,0.0,,,,,,,,,,,4.47366,
2017,ODA Loans,Asia,Indonesia,0.0,,,,,0.0,,,,,,,,,,,0.0,
2017,ODA Loans,Asia,India,159.1998,,,,,,,,,,,,,,,,159.19981,
2017,ODA Loans,Asia,Georgia,0.0,,,,,0.0,,,,,,,,,,,0.0,
2017,ODA Loans,Asia,China (People's Republic of),0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Asia,Cambodia,6.6963,,,,,1.68447,,,,,,,,,,,5.01179,
2017,ODA Loans,Asia,Bhutan,0.0,,,,,0.0,,,,,,,,,,,,
2017,ODA Loans,Asia,Bangladesh,154.1272,,,,,10.82256,,,,,,,,,,,143.3046,0.0
2017,ODA Loans,Asia,Azerbaijan,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Asia,Armenia,4.0217,,,,,,,,,,,,,,,,4.02169,
2017,ODA Loans,Asia,Afghanistan,0.0055,,,,,0.00552,,,,,,,,,,,,
2017,ODA Loans,Africa,Zimbabwe,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Africa,Zambia,17.606,,0.0,,,,,,,,,,,,,,17.60596,
2017,ODA Loans,Africa,Uganda,15.8109,,12.37517,,,,,,,,,,,,,,3.43574,
2017,ODA Loans,Africa,Togo,0.717,,,,,,,,,,,,,,,,0.71699,
2017,ODA Loans,Africa,Sierra Leone,1.7815,,0.0,,,,,,,,,,,,,,1.78148,
2017,ODA Loans,Africa,Senegal,8.385,,0.0,,,,,,,,,,,,,,8.38496,
2017,ODA Loans,South America,Guyana,1.4481,,,,,,,,,,,,,,1.44811,,,
2017,ODA Loans,Asia,Viet Nam,40.5063,,,,,8.97317,,,,,,,,,,,31.53316,
2017,ODA Loans,Africa,Tanzania,54.7458,,0.05222,,,,,,,,,,,,,,54.69357,
2017,ODA Loans,Europe,Bosnia and Herzegovina,28.3231,,,,,,,,,0.0,,,28.32307,,,,0.0,
2017,ODA Loans,North & Central America,Honduras,66.0955,,,,,,,,,,,,,,66.09551,,0.0,
2017,ODA Loans,Europe,Kosovo,2.5812,,,,,,,,,,,,,,,,2.58121,
2017,ODA Loans,South America,Bolivia,40.6919,,,,,,,,,,,,,,40.69188,,0.0,
2017,ODA Loans,South America,Ecuador,0.0,,,,,,,,,,,,,,0.0,,,
2017,ODA Loans,Oceania,Tonga,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Oceania,Solomon Islands,0.0,,,,,0.0,,,,,,,,,,,0.0,
2017,ODA Loans,Oceania,Samoa,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Oceania,Papua New Guinea,4.2112,,,,,4.21116,,,,,,,,,,,0.0,
2017,ODA Loans,Oceania,Micronesia,0.0,,,,,0.0,,,,,,,,,,,,
2017,ODA Loans,Oceania,Marshall Islands,0.0,,,,,0.0,,,,,,,,,,,,
2017,ODA Loans,North & Central America,Saint Vincent and the Grenadines,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,North & Central America,Saint Lucia,0.5104,,,,,,,,,,,,,,,,0.5104,
2017,ODA Loans,North & Central America,Nicaragua,24.6022,,,,,,,,,,,,,,24.33133,,0.27086,
2017,ODA Loans,South America,Argentina,0.0,,,,,,,,,,,,,,0.0,,,
2017,ODA Loans,North & Central America,Guatemala,15.9077,,,,,,,,,,,,,,15.90773,,,
2017,ODA Loans,Europe,Turkey,147.869,,,,,,,,,,,,147.86903,,,,,
2017,ODA Loans,Europe,Moldova,1.9081,,,,,,,,,0.0,,,,,,,1.90809,
2017,ODA Loans,North & Central America,Grenada,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Europe,North Macedonia,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Europe,Serbia,27.9295,,,,,,,,,,,,27.92952,,,,0.0,
2017,ODA Loans,Europe,Montenegro,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Middle East,West Bank and Gaza Strip,0.0,,,,0.0,,,,,,,,,,,,,
2017,ODA Loans,North & Central America,El Salvador,0.0,,,,,,,,,,,,,,0.0,,,
2017,ODA Loans,Middle East,Yemen,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,North & Central America,Dominican Republic,0.0,,,,,,,,,,,,,,0.0,,,
2017,ODA Loans,Middle East,Jordan,0.0,,,,0.0,,,,,,,,,,,,,
2016,ODA Loans,Africa,Burundi,0.0,,,,,,,,,,,,,,,,0.0,
2016,ODA Grants,South America,Suriname,0.1962,,,,,,,,,,,,,,0.19623,,,
2016,ODA Grants,South America,Paraguay,0.2821,,,,,,,,,,,,,,0.28206,,,
2016,ODA Grants,South America,Peru,0.2499,,,,,,,,,,,,,,0.24987,,,
2016,ODA Grants,South America,"South America, regional",0.9752,,,,,,,,,,,,,,0.97518,,,
2016,ODA Loans,Africa,Angola,24.134,,0.0,,,,,,,,,,,,,,24.13399,
2016,ODA Grants,South America,Uruguay,0.1038,,,,,,,,,,,,,,0.10378,,,
2016,ODA Loans,Africa,Benin,2.3988,,0.0,,,,,,,,,,,,,,2.39885,
2016,ODA Loans,Africa,Botswana,0.0,,0.0,,,,,,,,,,,,,,,
2016,ODA Grants,South America,Ecuador,0.4515,,,,,,,,,,,,,,0.45149,,,
2016,ODA Loans,Africa,Burkina Faso,68.7713,,0.0,,,,,,,,,,,,,,68.7713,
2016,ODA Grants,South America,Guyana,0.0,,,,,,,,,,,,,,0.0,,,
2016,ODA Grants,South America,Argentina,0.1088,,,,,,,,,,,,,,0.10883,,,
2016,ODA Grants,South America,Colombia,0.2827,,,,,,,,,,,,,,0.28266,,,
2016,ODA Grants,South America,Chile,0.1588,,,,,,,,,,,,,,0.15885,,,
2016,ODA Grants,South America,Brazil,0.2214,,,,,,,,,,,,,,0.22139,,,
2016,ODA Grants,South America,Bolivia,0.5813,,,,,,,,,,,,,,0.58134,,,
2016,ODA Grants,"Other, unspecified","Bilateral, unspecified",1.0952,,,,1.09519,,,,,,,,,,,,,
2016,ODA Grants,Oceania,Vanuatu,0.0,,,,,0.0,,,,,,,,,,,,
2016,ODA Grants,Oceania,Tuvalu,0.6977,,,,,,,,,,,,,,,,0.69771,
2016,ODA Grants,Oceania,Samoa,0.7281,,,,,0.72806,,,,,,,,,,,,
2016,ODA Grants,Oceania,Papua New Guinea,0.085,,,,,0.08498,,,,,,,,,,,,
2016,ODA Grants,Oceania,Palau,0.0,,,,,0.0,,,,,,,,,,,,
2016,ODA Grants,Oceania,Kiribati,0.0,,,,,,,,,,,,,,,,0.0,
2016,ODA Grants,North & Central America,Panama,0.1666,,,,,,,,,,,,,,0.16665,,,
2016,ODA Loans,Africa,Cabo Verde,0.4719,,0.47189,,,,,,,,,,,,,,0.0,
2016,ODA Loans,Africa,Ghana,11.6429,,0.0,,,,,,,,,,,,,,11.64291,
2016,ODA Loans,Africa,Cameroon,6.6032,,0.0,,,,,,,,,,,,,,6.60322,0.0
2016,ODA Loans,Africa,Central African Republic,0.2378,,,,,,,,,,,,,,,,0.23785,
2016,ODA Loans,Africa,Rwanda,2.2483,,0.48803,,,,,,,,,,,,,,1.76028,
2016,ODA Grants,North & Central America,Mexico,0.4562,,,,,,,,,,,,,,0.45616,,,
2016,ODA Loans,Africa,Nigeria,149.4953,,0.0,,,,,,,,,,,,,,149.49531,
2016,ODA Loans,Africa,Niger,8.0455,,0.0,,,,,,,,,,,,,,8.04553,
2016,ODA Loans,Africa,Mozambique,12.0728,,0.0,,,,,,,,,,,,,,12.07281,
2016,ODA Loans,Africa,Morocco,0.0,,0.0,,,,,,,,,,0.0,,,,,
2016,ODA Loans,Africa,Mauritania,2.1688,,0.0,,,,,,,,,,,,,,2.16881,
2016,ODA Loans,Africa,Mali,10.0485,,0.0,,,,,,,,,,,,,,10.04847,
2016,ODA Loans,Africa,Malawi,14.2008,,0.0,,,,,,,,,,,,,,14.20079,
2016,ODA Loans,Africa,Madagascar,17.3159,,0.0,,,,,,,,,,,,,,17.31591,
2016,ODA Loans,Africa,Liberia,0.9084,,,,,,,,,,,,,,,,0.90838,
2016,ODA Loans,Africa,Lesotho,0.9884,,0.0,,,,,,,,,,,,,,0.98841,
2016,ODA Loans,Africa,Kenya,30.5474,,0.29655,,,,,,,,,,,,,,30.2508,
2016,ODA Loans,Africa,Guinea-Bissau,0.0326,,0.03263,,,,,,,,,,,,,,0.0,
2016,ODA Loans,Africa,Guinea,5.1551,,0.0,,,,,,,,,,,,,,5.15507,0.0
2016,ODA Loans,Africa,Gambia,0.0,,0.0,,,,,,,,,,,,,,0.0,
2016,ODA Loans,Africa,Ethiopia,54.8713,,0.0,,,,,,,,,,,,,,54.87127,
2016,ODA Loans,Africa,Equatorial Guinea,0.0,,0.0,,,,,,,,,,,,,,0.0,
2016,ODA Loans,Africa,Egypt,0.0,,0.0,,,,,,,,,,,,,,0.0,
2016,ODA Loans,Africa,Djibouti,1.1696,,0.0,,,,,,,,,,,,,,1.16956,0.0
2016,ODA Loans,Africa,Democratic Republic of the Congo,17.4159,,0.0,,,,,,,,,,,,,,17.41589,
2016,ODA Loans,Africa,C̫te d'Ivoire,2.7234,,,,,,,,,,,,,,,,2.72335,
2016,ODA Loans,Africa,Congo,0.9965,,,,,,,,,,,,,,,,0.9965,
2016,ODA Loans,Africa,Comoros,0.0,,,,,,,,,,,,,,,,0.0,
2016,ODA Loans,Africa,Chad,0.0,,0.0,,,,,,,,,,,,,,0.0,
2016,ODA Grants,North & Central America,Nicaragua,11.9231,,,,,,,,,,,,,,0.15548,,11.76762,
2016,ODA Grants,Asia,Afghanistan,8.7144,,,,,,,,,,,,,,,,8.71442,
2016,ODA Grants,North & Central America,Jamaica,0.1244,,,,,,,,,,,,,,0.1244,,,
2016,ODA Grants,North & Central America,Honduras,0.7774,,,,,,,,,,,,,,0.77738,,,
2016,ODA Grants,Africa,Tanzania,0.0,,,,,,,,,,,,,,,,,0.0
2016,ODA Grants,Africa,Sudan,1.659,,1.47023,,0.18883,,,,,,,,,,,,,
2016,ODA Grants,Africa,Sierra Leone,14.4871,,,,,,,,,,,,,,,,14.48707,
2016,ODA Grants,Africa,Rwanda,2.3011,,,,,,,,,,,,,,,,2.30109,
2016,ODA Grants,Africa,Niger,12.3877,,,,,,,,,,,,,,,,12.38773,
2016,ODA Grants,Africa,Mozambique,4.4158,,,,,,,,,,,,,,,,4.41575,
2016,ODA Grants,Africa,Morocco,0.2434,0.24345,,,,,,,,,,,,,,,,
2016,ODA Grants,Africa,Mauritania,1.3386,,,,,,,,,,,,,,,,1.33862,
2016,ODA Grants,Africa,Mali,5.929,,,,,,,,,,,,,,,,5.92899,
2016,ODA Grants,Africa,Malawi,15.1591,,,,,,,,,,,,,,,,15.15913,
2016,ODA Grants,Africa,Liberia,5.197,,,,,,,,,,,,,,,,5.19704,
2016,ODA Grants,Africa,Lesotho,0.2037,,,,,,,,,,,,,,,,0.20371,
2016,ODA Grants,Africa,Guinea,4.9996,,,,,,,,,,,,,,,,4.99965,
2016,ODA Grants,Africa,Ghana,2.0139,,,,,,,,,,,,,,,,2.01393,
2016,ODA Grants,Africa,Gambia,2.1896,,,,,,,,,,,,,,,,2.18955,0.0
2016,ODA Grants,Africa,Egypt,0.1322,0.0,,,0.13218,,,,,,,,,,,,,
2016,ODA Grants,Africa,Democratic Republic of the Congo,46.3706,,,,,,,,,,,,,,,,46.37065,
2016,ODA Grants,Africa,C̫te d'Ivoire,2.0264,,,,,,,,,,,,,,,,2.02642,
2016,ODA Grants,Africa,Comoros,0.383,,,,,,,,,,,,,,,,0.38305,
2016,ODA Grants,Africa,Chad,1.0012,,,,,,,,,,,,,,,,1.00123,
2016,ODA Grants,Africa,Central African Republic,2.8965,,,,,,,,,,,,,,,,2.89653,
2016,ODA Grants,Africa,Burundi,15.8462,,,,,,,,,,,,,,,,15.84615,0.0
2016,ODA Grants,Africa,Burkina Faso,66.1112,,,,,,,,,,,,,,,,66.11115,
2016,ODA Grants,Africa,Benin,9.1746,,,,,,,,,,,,,,,,9.1746,
2016,ODA Loans,Africa,Senegal,6.667,,0.0,,,,,,,,,,,,,,6.66697,
2016,ODA Grants,Africa,Togo,3.9361,,,,,,,,,,,,,,,,3.93607,
2016,ODA Grants,Africa,Tunisia,0.0,0.0,,,,,,,,,,,,,,,,
2016,ODA Grants,Asia,"Asia, regional",2.0499,,,,,2.04994,,,,,,,,,,,,
2016,ODA Grants,Asia,Uzbekistan,0.0026,,,,,0.00258,,,,,,,,,,,,
2016,ODA Grants,North & Central America,Haiti,10.0838,,,,,,,,,,,,,,0.23121,,9.85256,
2016,ODA Grants,North & Central America,Guatemala,0.2698,,,,,,,,,,,,,,0.26984,,,
2016,ODA Grants,North & Central America,Dominican Republic,0.2109,,,,,,,,,,,,,,0.2109,,,
2016,ODA Grants,North & Central America,Costa Rica,0.0787,,,,,,,,,,,,,,0.07866,,,
2016,ODA Grants,North & Central America,"Caribbean & Central America, regional",0.882,,,,,,,,,,,,,,0.88204,,,
2016,ODA Grants,Middle East,Yemen,17.2474,,,,0.0,,,,,,,,,,,,17.24741,
2016,ODA Grants,Middle East,Lebanon,0.1133,,,,0.1133,,,,,,,,,,,,,
2016,ODA Grants,Middle East,Jordan,1.7108,,,,1.71077,,,,,,,,,,,,,
2016,ODA Grants,Middle East,Iran,0.0,,,,,,,,,,,,,,,,,0.0
2016,ODA Grants,Europe,Albania,0.631,,,,,,,,,0.63096,,,,,,,,
2016,ODA Grants,Asia,Viet Nam,0.0,,,,,0.0,,,,,,,,,,,,
2016,ODA Grants,Asia,Thailand,0.476,,,,,0.47597,,,,,,,,,,,,
2016,ODA Grants,Asia,Bangladesh,0.0,,,,,,,,,,,,,,,,,0.0
2016,ODA Grants,Asia,Tajikistan,4.3202,,,,,,,,,,,,,,,,4.32021,
2016,ODA Grants,Asia,Philippines,0.5644,,,,,0.56444,,,,,,,,,,,,
2016,ODA Grants,Asia,Nepal,7.062,,,,,,,,,,,,,,,,7.06196,
2016,ODA Grants,Asia,Myanmar,0.009,,,,,0.00903,,,,,,,,,,,,
2016,ODA Grants,Asia,Mongolia,0.8888,,,,,0.88879,,,,,,,,,,,,
2016,ODA Grants,Asia,Lao People's Democratic Republic,9.3572,,,,,1.67728,,,,,,,,,,,7.67996,
2016,ODA Grants,Asia,Kyrgyzstan,4.2108,,,,,,,,,,,,,,,,4.21085,
2016,ODA Grants,Asia,Indonesia,0.0,,,,,0.0,,,,,,,,,,,,
2016,ODA Grants,Asia,India,0.5412,,,,,0.54124,,,,,,,,,,,,
2016,ODA Grants,Asia,China (People's Republic of),0.4996,,,,,0.49962,,,,,,,,,,,,
2016,ODA Grants,Asia,Cambodia,0.6849,,,,,0.68493,,,,,,,,,,,,
2016,ODA Loans,Africa,Sao Tome and Principe,0.0,,,,,,,,,,,,,,,,0.0,
2016,ODA Grants,Africa,"Africa, regional",21.7682,,19.73941,,,,,,,,,,,,,,2.02874,
2016,ODA Loans,Africa,Sierra Leone,0.0,,0.0,,,,,,,,,,,,,,0.0,
2016,ODA Loans,South America,Guyana,0.2921,,,,,,,,,,,,,,0.29213,,,
2016,Other Official Flows (non Export Credit),Europe,Albania,0.0,,,,,,,,,0.0,,,,,,,,
2016,Other Official Flows (non Export Credit),Asia,Uzbekistan,0.0,,,,,0.0,,,,,,,,,,0.0,,
2016,Other Official Flows (non Export Credit),Asia,Philippines,7.604,,,,,1.61967,,,,,,,,,,5.98427,,
2016,Other Official Flows (non Export Credit),Asia,Pakistan,0.0,,,,,0.0,,,,,,,,,,,,
2016,Other Official Flows (non Export Credit),Asia,Kazakhstan,34.7132,,,,,,,,,,,,,,,34.71324,,
2016,Other Official Flows (non Export Credit),Asia,Indonesia,0.0,,,,,0.0,,,,,,,,,,0.0,,
2016,Other Official Flows (non Export Credit),Asia,India,52.0663,,,,,52.06632,,,,,,,,,,0.0,,
2016,Other Official Flows (non Export Credit),Asia,China (People's Republic of),14.254,,,,,0.0,,,,,,,,,,14.25402,,
2016,Other Official Flows (non Export Credit),Asia,Azerbaijan,3.3518,,,,,,,,,,,,,,,3.35178,,
2016,Other Official Flows (non Export Credit),Asia,"Asia, regional",28.894,,,,,28.89397,,,,,,,,,,,,
2016,Other Official Flows (non Export Credit),Africa,Tunisia,1.8077,,,,,,,,,,,,,,,1.80773,,
