year,source,country,value
2006-01-01,domestic private excluding out-of-pocket,Algeria,2.81
2007-01-01,domestic private excluding out-of-pocket,Algeria,2.834
2008-01-01,domestic private excluding out-of-pocket,Algeria,2.775
2009-01-01,domestic private excluding out-of-pocket,Algeria,3.133
2010-01-01,domestic private excluding out-of-pocket,Algeria,3.028
2011-01-01,domestic private excluding out-of-pocket,Algeria,2.917
2012-01-01,domestic private excluding out-of-pocket,Algeria,2.992
2013-01-01,domestic private excluding out-of-pocket,Algeria,3.142
2014-01-01,domestic private excluding out-of-pocket,Algeria,3.286
2015-01-01,domestic private excluding out-of-pocket,Algeria,3.581
2016-01-01,domestic private excluding out-of-pocket,Algeria,3.702
2017-01-01,domestic private excluding out-of-pocket,Algeria,3.719
2018-01-01,domestic private excluding out-of-pocket,Algeria,3.629
2019-01-01,domestic private excluding out-of-pocket,Algeria,3.667
2020-01-01,domestic private excluding out-of-pocket,Algeria,3.633
2021-01-01,domestic private excluding out-of-pocket,Algeria,3.528
2000-01-01,domestic private excluding out-of-pocket,Algeria,69.125
2001-01-01,domestic private excluding out-of-pocket,Algeria,73.608
2002-01-01,domestic private excluding out-of-pocket,Algeria,78.988
2003-01-01,domestic private excluding out-of-pocket,Algeria,80.037
2004-01-01,domestic private excluding out-of-pocket,Algeria,97.695
2005-01-01,domestic private excluding out-of-pocket,Algeria,95.601
2006-01-01,domestic private excluding out-of-pocket,Algeria,93.958
2007-01-01,domestic private excluding out-of-pocket,Algeria,96.301
2008-01-01,domestic private excluding out-of-pocket,Algeria,95.925
2009-01-01,domestic private excluding out-of-pocket,Algeria,110.278
2010-01-01,domestic private excluding out-of-pocket,Algeria,108.579
2011-01-01,domestic private excluding out-of-pocket,Algeria,106.58
2012-01-01,domestic private excluding out-of-pocket,Algeria,111.483
2013-01-01,domestic private excluding out-of-pocket,Algeria,119.401
2014-01-01,domestic private excluding out-of-pocket,Algeria,127.35
2015-01-01,domestic private excluding out-of-pocket,Algeria,141.603
2016-01-01,domestic private excluding out-of-pocket,Algeria,149.317
2017-01-01,domestic private excluding out-of-pocket,Algeria,152.992
2018-01-01,domestic private excluding out-of-pocket,Algeria,152.14
2019-01-01,domestic private excluding out-of-pocket,Algeria,156.589
2020-01-01,domestic private excluding out-of-pocket,Algeria,157.84
2021-01-01,domestic private excluding out-of-pocket,Algeria,155.872
2000-01-01,domestic private excluding out-of-pocket,Algeria,0.076
2001-01-01,domestic private excluding out-of-pocket,Algeria,0.079
2002-01-01,domestic private excluding out-of-pocket,Algeria,0.08
2003-01-01,domestic private excluding out-of-pocket,Algeria,0.076
2004-01-01,domestic private excluding out-of-pocket,Algeria,0.089
2005-01-01,domestic private excluding out-of-pocket,Algeria,0.082
2006-01-01,domestic private excluding out-of-pocket,Algeria,0.079
2007-01-01,domestic private excluding out-of-pocket,Algeria,0.079
2008-01-01,domestic private excluding out-of-pocket,Algeria,0.077
2009-01-01,domestic private excluding out-of-pocket,Algeria,0.087
2010-01-01,domestic private excluding out-of-pocket,Algeria,0.082
2011-01-01,domestic private excluding out-of-pocket,Algeria,0.078
2012-01-01,domestic private excluding out-of-pocket,Algeria,0.079
2013-01-01,domestic private excluding out-of-pocket,Algeria,0.083
2014-01-01,domestic private excluding out-of-pocket,Algeria,0.085
2015-01-01,domestic private excluding out-of-pocket,Algeria,0.091
2016-01-01,domestic private excluding out-of-pocket,Algeria,0.093
2017-01-01,domestic private excluding out-of-pocket,Algeria,0.094
2018-01-01,domestic private excluding out-of-pocket,Algeria,0.092
2019-01-01,domestic private excluding out-of-pocket,Algeria,0.094
2020-01-01,domestic private excluding out-of-pocket,Algeria,0.1
2021-01-01,domestic private excluding out-of-pocket,Algeria,0.096
2000-01-01,domestic private excluding out-of-pocket,Algeria,2.14
2001-01-01,domestic private excluding out-of-pocket,Algeria,2.02
2002-01-01,domestic private excluding out-of-pocket,Algeria,2.11
2003-01-01,domestic private excluding out-of-pocket,Algeria,2.06
2004-01-01,domestic private excluding out-of-pocket,Algeria,2.44
2005-01-01,domestic private excluding out-of-pocket,Algeria,2.47
2006-01-01,domestic private excluding out-of-pocket,Algeria,2.31
2007-01-01,domestic private excluding out-of-pocket,Algeria,2.02
2008-01-01,domestic private excluding out-of-pocket,Algeria,1.79
2009-01-01,domestic private excluding out-of-pocket,Algeria,1.59
2010-01-01,domestic private excluding out-of-pocket,Algeria,1.58
2011-01-01,domestic private excluding out-of-pocket,Algeria,1.47
2012-01-01,domestic private excluding out-of-pocket,Algeria,1.31
2013-01-01,domestic private excluding out-of-pocket,Algeria,1.35
2014-01-01,domestic private excluding out-of-pocket,Algeria,1.28
2015-01-01,domestic private excluding out-of-pocket,Algeria,1.29
2016-01-01,domestic private excluding out-of-pocket,Algeria,1.39
2017-01-01,domestic private excluding out-of-pocket,Algeria,1.42
2018-01-01,domestic private excluding out-of-pocket,Algeria,1.43
2019-01-01,domestic private excluding out-of-pocket,Algeria,1.58
2020-01-01,domestic private excluding out-of-pocket,Algeria,1.6
2021-01-01,domestic private excluding out-of-pocket,Algeria,1.7
2000-01-01,domestic private excluding out-of-pocket,Angola,4.608
2001-01-01,domestic private excluding out-of-pocket,Angola,6.122
2002-01-01,domestic private excluding out-of-pocket,Angola,6.222
2003-01-01,domestic private excluding out-of-pocket,Angola,6.184
2004-01-01,domestic private excluding out-of-pocket,Angola,7.021
2005-01-01,domestic private excluding out-of-pocket,Angola,6.334
2006-01-01,domestic private excluding out-of-pocket,Angola,6.358
2007-01-01,domestic private excluding out-of-pocket,Angola,8.796
2008-01-01,domestic private excluding out-of-pocket,Angola,10.987
2009-01-01,domestic private excluding out-of-pocket,Angola,13.945
2010-01-01,domestic private excluding out-of-pocket,Angola,11.633
2011-01-01,domestic private excluding out-of-pocket,Angola,10.706
2012-01-01,domestic private excluding out-of-pocket,Angola,10.531
2013-01-01,domestic private excluding out-of-pocket,Angola,11.418
2014-01-01,domestic private excluding out-of-pocket,Angola,11.551
2015-01-01,domestic private excluding out-of-pocket,Angola,12.527
2016-01-01,domestic private excluding out-of-pocket,Angola,12.684
2017-01-01,domestic private excluding out-of-pocket,Angola,12.198
2018-01-01,domestic private excluding out-of-pocket,Angola,11.56
2019-01-01,domestic private excluding out-of-pocket,Angola,10.556
2020-01-01,domestic private excluding out-of-pocket,Angola,9.945
2021-01-01,domestic private excluding out-of-pocket,Angola,8.942
2000-01-01,domestic private excluding out-of-pocket,Angola,75.539
2001-01-01,domestic private excluding out-of-pocket,Angola,103.724
2002-01-01,domestic private excluding out-of-pocket,Angola,108.983
2003-01-01,domestic private excluding out-of-pocket,Angola,112.08
2004-01-01,domestic private excluding out-of-pocket,Angola,131.795
2005-01-01,domestic private excluding out-of-pocket,Angola,123.211
2006-01-01,domestic private excluding out-of-pocket,Angola,128.199
2007-01-01,domestic private excluding out-of-pocket,Angola,183.914
2008-01-01,domestic private excluding out-of-pocket,Angola,238.328
2009-01-01,domestic private excluding out-of-pocket,Angola,313.872
2010-01-01,domestic private excluding out-of-pocket,Angola,271.787
2011-01-01,domestic private excluding out-of-pocket,Angola,259.712
2012-01-01,domestic private excluding out-of-pocket,Angola,265.261
2013-01-01,domestic private excluding out-of-pocket,Angola,298.545
2014-01-01,domestic private excluding out-of-pocket,Angola,313.354
2015-01-01,domestic private excluding out-of-pocket,Angola,352.353
2016-01-01,domestic private excluding out-of-pocket,Angola,369.794
2017-01-01,domestic private excluding out-of-pocket,Angola,368.47
2018-01-01,domestic private excluding out-of-pocket,Angola,361.509
2019-01-01,domestic private excluding out-of-pocket,Angola,341.518
2020-01-01,domestic private excluding out-of-pocket,Angola,332.462
2021-01-01,domestic private excluding out-of-pocket,Angola,308.536
2000-01-01,domestic private excluding out-of-pocket,Angola,0.267
2001-01-01,domestic private excluding out-of-pocket,Angola,0.351
2002-01-01,domestic private excluding out-of-pocket,Angola,0.325
2003-01-01,domestic private excluding out-of-pocket,Angola,0.324
2004-01-01,domestic private excluding out-of-pocket,Angola,0.344
2005-01-01,domestic private excluding out-of-pocket,Angola,0.279
2006-01-01,domestic private excluding out-of-pocket,Angola,0.261
2007-01-01,domestic private excluding out-of-pocket,Angola,0.328
2008-01-01,domestic private excluding out-of-pocket,Angola,0.382
2009-01-01,domestic private excluding out-of-pocket,Angola,0.499
2010-01-01,domestic private excluding out-of-pocket,Angola,0.412
2011-01-01,domestic private excluding out-of-pocket,Angola,0.381
2012-01-01,domestic private excluding out-of-pocket,Angola,0.358
2013-01-01,domestic private excluding out-of-pocket,Angola,0.384
2014-01-01,domestic private excluding out-of-pocket,Angola,0.385
2015-01-01,domestic private excluding out-of-pocket,Angola,0.428
2016-01-01,domestic private excluding out-of-pocket,Angola,0.462
2017-01-01,domestic private excluding out-of-pocket,Angola,0.461
2018-01-01,domestic private excluding out-of-pocket,Angola,0.458
2019-01-01,domestic private excluding out-of-pocket,Angola,0.436
2020-01-01,domestic private excluding out-of-pocket,Angola,0.449
2021-01-01,domestic private excluding out-of-pocket,Angola,0.412
2000-01-01,domestic private excluding out-of-pocket,Angola,12.26
2001-01-01,domestic private excluding out-of-pocket,Angola,7.27
2002-01-01,domestic private excluding out-of-pocket,Angola,8.89
2003-01-01,domestic private excluding out-of-pocket,Angola,8.38
2004-01-01,domestic private excluding out-of-pocket,Angola,7.97
2005-01-01,domestic private excluding out-of-pocket,Angola,8.92
2006-01-01,domestic private excluding out-of-pocket,Angola,8.85
2007-01-01,domestic private excluding out-of-pocket,Angola,9.93
2008-01-01,domestic private excluding out-of-pocket,Angola,10.32
2009-01-01,domestic private excluding out-of-pocket,Angola,11.5
2010-01-01,domestic private excluding out-of-pocket,Angola,13.26
2011-01-01,domestic private excluding out-of-pocket,Angola,12.58
2012-01-01,domestic private excluding out-of-pocket,Angola,13.01
2013-01-01,domestic private excluding out-of-pocket,Angola,12.32
2014-01-01,domestic private excluding out-of-pocket,Angola,13.64
2015-01-01,domestic private excluding out-of-pocket,Angola,14.12
2016-01-01,domestic private excluding out-of-pocket,Angola,14.54
2017-01-01,domestic private excluding out-of-pocket,Angola,14.15
2018-01-01,domestic private excluding out-of-pocket,Angola,15.03
2019-01-01,domestic private excluding out-of-pocket,Angola,14.97
2020-01-01,domestic private excluding out-of-pocket,Angola,12.25
2021-01-01,domestic private excluding out-of-pocket,Angola,12.23
2000-01-01,domestic private excluding out-of-pocket,Benin,1.234
2001-01-01,domestic private excluding out-of-pocket,Benin,1.123
2002-01-01,domestic private excluding out-of-pocket,Benin,1.131
2003-01-01,domestic private excluding out-of-pocket,Benin,1.153
2004-01-01,domestic private excluding out-of-pocket,Benin,1.184
2005-01-01,domestic private excluding out-of-pocket,Benin,1.157
2006-01-01,domestic private excluding out-of-pocket,Benin,1.166
2007-01-01,domestic private excluding out-of-pocket,Benin,1.198
2008-01-01,domestic private excluding out-of-pocket,Benin,1.163
2009-01-01,domestic private excluding out-of-pocket,Benin,0.895
2010-01-01,domestic private excluding out-of-pocket,Benin,0.664
2011-01-01,domestic private excluding out-of-pocket,Benin,0.436
2012-01-01,domestic private excluding out-of-pocket,Benin,1.887
2013-01-01,domestic private excluding out-of-pocket,Benin,1.885
2014-01-01,domestic private excluding out-of-pocket,Benin,2.227
2015-01-01,domestic private excluding out-of-pocket,Benin,2.285
2016-01-01,domestic private excluding out-of-pocket,Benin,2.248
2017-01-01,domestic private excluding out-of-pocket,Benin,2.292
2018-01-01,domestic private excluding out-of-pocket,Benin,2.324
2019-01-01,domestic private excluding out-of-pocket,Benin,2.361
